timestamp,demand
2020-03-05 00:00:00,4733
2020-03-06 00:00:00,4730
2020-03-07 00:00:00,4724
2020-03-08 00:00:00,4727
2020-03-09 00:00:00,3802
2020-03-10 00:00:00,3716
2020-03-11 00:00:00,4746
2020-03-12 00:00:00,4728
2020-03-13 00:00:00,4706
2020-03-14 00:00:00,4743
2020-03-15 00:00:00,4755
2020-03-16 00:00:00,3781
2020-03-17 00:00:00,3796
2020-03-18 00:00:00,4741
2020-03-19 00:00:00,4732
2020-03-20 00:00:00,4739
2020-03-21 00:00:00,4703
2020-03-22 00:00:00,4696
2020-03-23 00:00:00,3815
2020-03-24 00:00:00,3771
2020-03-25 00:00:00,4746
2020-03-26 00:00:00,4704
2020-03-27 00:00:00,4697
2020-03-28 00:00:00,4727
2020-03-29 00:00:00,4759
2020-03-30 00:00:00,3807
2020-03-31 00:00:00,3743
2020-04-01 00:00:00,4710
2020-04-02 00:00:00,4752
2020-04-03 00:00:00,4715
2020-04-04 00:00:00,4695
2020-04-05 00:00:00,4751
2020-04-06 00:00:00,3815
2020-04-07 00:00:00,3753
2020-04-08 00:00:00,4695
2020-04-09 00:00:00,4691
2020-04-10 00:00:00,4770
2020-04-11 00:00:00,4751
2020-04-12 00:00:00,4672
2020-04-13 00:00:00,3810
2020-04-14 00:00:00,3778
2020-04-15 00:00:00,4716
2020-04-16 00:00:00,4736
2020-04-17 00:00:00,4752
2020-04-18 00:00:00,4673
2020-04-19 00:00:00,4707
2020-04-20 00:00:00,3803
2020-04-21 00:00:00,3740
2020-04-22 00:00:00,4773
2020-04-23 00:00:00,4719
2020-04-24 00:00:00,4747
2020-04-25 00:00:00,4733
2020-04-26 00:00:00,4722
2020-04-27 00:00:00,3766
2020-04-28 00:00:00,3779
2020-04-29 00:00:00,4725
2020-04-30 00:00:00,4690
2020-05-01 00:00:00,4712
2020-05-02 00:00:00,4758
2020-05-03 00:00:00,4695
2020-05-04 00:00:00,3757
2020-05-05 00:00:00,3768
2020-05-06 00:00:00,4701
2020-05-07 00:00:00,4690
2020-05-08 00:00:00,4724
2020-05-09 00:00:00,4725
2020-05-10 00:00:00,4688
2020-05-11 00:00:00,3741
2020-05-12 00:00:00,3746
2020-05-13 00:00:00,4726
2020-05-14 00:00:00,4723
2020-05-15 00:00:00,4715
2020-05-16 00:00:00,4721
2020-05-17 00:00:00,4703
2020-05-18 00:00:00,3793
2020-05-19 00:00:00,3747
2020-05-20 00:00:00,4762
2020-05-21 00:00:00,4735
2020-05-22 00:00:00,4705
2020-05-23 00:00:00,4762
2020-05-24 00:00:00,4718
2020-05-25 00:00:00,3779
2020-05-26 00:00:00,3710
2020-05-27 00:00:00,4715
2020-05-28 00:00:00,4721
2020-05-29 00:00:00,4747
2020-05-30 00:00:00,4748
2020-05-31 00:00:00,4713
2020-06-01 00:00:00,3793
2020-06-02 00:00:00,3783
2020-06-03 00:00:00,4779
2020-06-04 00:00:00,4719
2020-06-05 00:00:00,4727
2020-06-06 00:00:00,4726
2020-06-07 00:00:00,4718
2020-06-08 00:00:00,3721
2020-06-09 00:00:00,3750
2020-06-10 00:00:00,4753
2020-06-11 00:00:00,4710
2020-06-12 00:00:00,4711
2020-06-13 00:00:00,4742
2020-06-14 00:00:00,4702
2020-06-15 00:00:00,3770
2020-06-16 00:00:00,3774
2020-06-17 00:00:00,4682
2020-06-18 00:00:00,4735
2020-06-19 00:00:00,4729
2020-06-20 00:00:00,4730
2020-06-21 00:00:00,4752
2020-06-22 00:00:00,3765
2020-06-23 00:00:00,3785
2020-06-24 00:00:00,4676
2020-06-25 00:00:00,4676
2020-06-26 00:00:00,4735
2020-06-27 00:00:00,4712
2020-06-28 00:00:00,4705
2020-06-29 00:00:00,3756
2020-06-30 00:00:00,3764
2020-07-01 00:00:00,4740
2020-07-02 00:00:00,4703
2020-07-03 00:00:00,4699
2020-07-04 00:00:00,4706
2020-07-05 00:00:00,4720
2020-07-06 00:00:00,3788
2020-07-07 00:00:00,3750
2020-07-08 00:00:00,4718
2020-07-09 00:00:00,4756
2020-07-10 00:00:00,4736
2020-07-11 00:00:00,4707
2020-07-12 00:00:00,4709
2020-07-13 00:00:00,3776
2020-07-14 00:00:00,3738
2020-07-15 00:00:00,4699
2020-07-16 00:00:00,4734
2020-07-17 00:00:00,4732
2020-07-18 00:00:00,4735
2020-07-19 00:00:00,4737
2020-07-20 00:00:00,3736
2020-07-21 00:00:00,3802
2020-07-22 00:00:00,4730
2020-07-23 00:00:00,4697
2020-07-24 00:00:00,4759
2020-07-25 00:00:00,4692
2020-07-26 00:00:00,4708
2020-07-27 00:00:00,3797
2020-07-28 00:00:00,3742
2020-07-29 00:00:00,4742
2020-07-30 00:00:00,4754
2020-07-31 00:00:00,4705
2020-08-01 00:00:00,4701
2020-08-02 00:00:00,4713
2020-08-03 00:00:00,3783
2020-08-04 00:00:00,3762
2020-08-05 00:00:00,4687
2020-08-06 00:00:00,4732
2020-08-07 00:00:00,4728
2020-08-08 00:00:00,4715
2020-08-09 00:00:00,4753
2020-08-10 00:00:00,3726
2020-08-11 00:00:00,3790
2020-08-12 00:00:00,4740
2020-08-13 00:00:00,4740
2020-08-14 00:00:00,4669
2020-08-15 00:00:00,4715
2020-08-16 00:00:00,4724
2020-08-17 00:00:00,3762
2020-08-18 00:00:00,3792
2020-08-19 00:00:00,4767
2020-08-20 00:00:00,4762
2020-08-21 00:00:00,4741
2020-08-22 00:00:00,4688
2020-08-23 00:00:00,4731
2020-08-24 00:00:00,3772
2020-08-25 00:00:00,3769
2020-08-26 00:00:00,4726
2020-08-27 00:00:00,4738
2020-08-28 00:00:00,4732
2020-08-29 00:00:00,4717
2020-08-30 00:00:00,4727
2020-08-31 00:00:00,3727
2020-09-01 00:00:00,3772
2020-09-02 00:00:00,4760
2020-09-03 00:00:00,4677
2020-09-04 00:00:00,4719
2020-09-05 00:00:00,4719
2020-09-06 00:00:00,4766
2020-09-07 00:00:00,3730
2020-09-08 00:00:00,3752
2020-09-09 00:00:00,4743
2020-09-10 00:00:00,4765
2020-09-11 00:00:00,4716
2020-09-12 00:00:00,4740
2020-09-13 00:00:00,4742
2020-09-14 00:00:00,3802
2020-09-15 00:00:00,3738
2020-09-16 00:00:00,4744
2020-09-17 00:00:00,4707
2020-09-18 00:00:00,4738
2020-09-19 00:00:00,4729
2020-09-20 00:00:00,4710
2020-09-21 00:00:00,3809
2020-09-22 00:00:00,3754
2020-09-23 00:00:00,4698
2020-09-24 00:00:00,4702
2020-09-25 00:00:00,4727
2020-09-26 00:00:00,4717
2020-09-27 00:00:00,4712
2020-09-28 00:00:00,3772
2020-09-29 00:00:00,3738
2020-09-30 00:00:00,4736
2020-10-01 00:00:00,4739
2020-10-02 00:00:00,4687
2020-10-03 00:00:00,4718
2020-10-04 00:00:00,4735
2020-10-05 00:00:00,3784
2020-10-06 00:00:00,3774
2020-10-07 00:00:00,4697
2020-10-08 00:00:00,4711
2020-10-09 00:00:00,4669
2020-10-10 00:00:00,4761
2020-10-11 00:00:00,4749
2020-10-12 00:00:00,3760
2020-10-13 00:00:00,3764
2020-10-14 00:00:00,4720
2020-10-15 00:00:00,4707
2020-10-16 00:00:00,4762
2020-10-17 00:00:00,4701
2020-10-18 00:00:00,4712
2020-10-19 00:00:00,3817
2020-10-20 00:00:00,3749
2020-10-21 00:00:00,4735
2020-10-22 00:00:00,4717
2020-10-23 00:00:00,4708
2020-10-24 00:00:00,4705
2020-10-25 00:00:00,4732
2020-10-26 00:00:00,3764
2020-10-27 00:00:00,3795
2020-10-28 00:00:00,4762
2020-10-29 00:00:00,4719
2020-10-30 00:00:00,4700
2020-10-31 00:00:00,4722
2020-11-01 00:00:00,4768
2020-11-02 00:00:00,3768
2020-11-03 00:00:00,3812
2020-11-04 00:00:00,4707
2020-11-05 00:00:00,4714
2020-11-06 00:00:00,4743
2020-11-07 00:00:00,4704
2020-11-08 00:00:00,4745
2020-11-09 00:00:00,3760
2020-11-10 00:00:00,3743
2020-11-11 00:00:00,4762
2020-11-12 00:00:00,4699
2020-11-13 00:00:00,4714
2020-11-14 00:00:00,4762
2020-11-15 00:00:00,4721
2020-11-16 00:00:00,3755
2020-11-17 00:00:00,3816
2020-11-18 00:00:00,4670
2020-11-19 00:00:00,4718
2020-11-20 00:00:00,4702
2020-11-21 00:00:00,4776
2020-11-22 00:00:00,4728
2020-11-23 00:00:00,3790
2020-11-24 00:00:00,3782
2020-11-25 00:00:00,4739
2020-11-26 00:00:00,4727
2020-11-27 00:00:00,4747
2020-11-28 00:00:00,4749
2020-11-29 00:00:00,4739
2020-11-30 00:00:00,3794
2020-12-01 00:00:00,3786
2020-12-02 00:00:00,4673
2020-12-03 00:00:00,4720
2020-12-04 00:00:00,4735
2020-12-05 00:00:00,4716
2020-12-06 00:00:00,4732
2020-12-07 00:00:00,3778
2020-12-08 00:00:00,3792
2020-12-09 00:00:00,4709
2020-12-10 00:00:00,4728
2020-12-11 00:00:00,4750
2020-12-12 00:00:00,4722
2020-12-13 00:00:00,4724
2020-12-14 00:00:00,3786
2020-12-15 00:00:00,3752
2020-12-16 00:00:00,4730
2020-12-17 00:00:00,4787
2020-12-18 00:00:00,4721
2020-12-19 00:00:00,4693
2020-12-20 00:00:00,4697
2020-12-21 00:00:00,3776
2020-12-22 00:00:00,3759
2020-12-23 00:00:00,4706
2020-12-24 00:00:00,4726
2020-12-25 00:00:00,4724
2020-12-26 00:00:00,4712
2020-12-27 00:00:00,4695
2020-12-28 00:00:00,3771
2020-12-29 00:00:00,3743
2020-12-30 00:00:00,4747
2020-12-31 00:00:00,4727
2021-01-01 00:00:00,4712
2021-01-02 00:00:00,4654
2021-01-03 00:00:00,4718
2021-01-04 00:00:00,3747
2021-01-05 00:00:00,3766
2021-01-06 00:00:00,4693
2021-01-07 00:00:00,4725
2021-01-08 00:00:00,4713
2021-01-09 00:00:00,4692
2021-01-10 00:00:00,4741
2021-01-11 00:00:00,3791
2021-01-12 00:00:00,3777
2021-01-13 00:00:00,4716
2021-01-14 00:00:00,4735
2021-01-15 00:00:00,4691
2021-01-16 00:00:00,4764
2021-01-17 00:00:00,4690
2021-01-18 00:00:00,3770
2021-01-19 00:00:00,3769
2021-01-20 00:00:00,4721
2021-01-21 00:00:00,4760
2021-01-22 00:00:00,4690
2021-01-23 00:00:00,4687
2021-01-24 00:00:00,4733
2021-01-25 00:00:00,3767
2021-01-26 00:00:00,3745
2021-01-27 00:00:00,4800
2021-01-28 00:00:00,4723
2021-01-29 00:00:00,4757
2021-01-30 00:00:00,4735
2021-01-31 00:00:00,4729
2021-02-01 00:00:00,3749
2021-02-02 00:00:00,3793
2021-02-03 00:00:00,4720
2021-02-04 00:00:00,4728
2021-02-05 00:00:00,4716
2021-02-06 00:00:00,4732
2021-02-07 00:00:00,4713
2021-02-08 00:00:00,3772
2021-02-09 00:00:00,3753
2021-02-10 00:00:00,4696
2021-02-11 00:00:00,4713
2021-02-12 00:00:00,4716
2021-02-13 00:00:00,4742
2021-02-14 00:00:00,4713
2021-02-15 00:00:00,3795
2021-02-16 00:00:00,3763
2021-02-17 00:00:00,4693
2021-02-18 00:00:00,4700
2021-02-19 00:00:00,4720
2021-02-20 00:00:00,4793
2021-02-21 00:00:00,4732
2021-02-22 00:00:00,3727
2021-02-23 00:00:00,3812
2021-02-24 00:00:00,4741
2021-02-25 00:00:00,4760
2021-02-26 00:00:00,4733
2021-02-27 00:00:00,4709
2021-02-28 00:00:00,4735
2021-03-01 00:00:00,3768
2021-03-02 00:00:00,3748
2021-03-03 00:00:00,4711
2021-03-04 00:00:00,4750
2021-03-05 00:00:00,4751
2021-03-06 00:00:00,4755
2021-03-07 00:00:00,4746
2021-03-08 00:00:00,3773
2021-03-09 00:00:00,3796
2021-03-10 00:00:00,4722
2021-03-11 00:00:00,4778
2021-03-12 00:00:00,4750
2021-03-13 00:00:00,4722
2021-03-14 00:00:00,4715
2021-03-15 00:00:00,3769
2021-03-16 00:00:00,3757
2021-03-17 00:00:00,4760
2021-03-18 00:00:00,4744
2021-03-19 00:00:00,4748
2021-03-20 00:00:00,4725
2021-03-21 00:00:00,4718
2021-03-22 00:00:00,3796
2021-03-23 00:00:00,3795
2021-03-24 00:00:00,4763
2021-03-25 00:00:00,4695
2021-03-26 00:00:00,4695
2021-03-27 00:00:00,4735
2021-03-28 00:00:00,4715
2021-03-29 00:00:00,3752
2021-03-30 00:00:00,3759
2021-03-31 00:00:00,4767
2021-04-01 00:00:00,4721
2021-04-02 00:00:00,4734
2021-04-03 00:00:00,4734
2021-04-04 00:00:00,4746
2021-04-05 00:00:00,3781
2021-04-06 00:00:00,3775
2021-04-07 00:00:00,4724
2021-04-08 00:00:00,4722
2021-04-09 00:00:00,4657
2021-04-10 00:00:00,4733
2021-04-11 00:00:00,4712
2021-04-12 00:00:00,3749
2021-04-13 00:00:00,3756
2021-04-14 00:00:00,4711
2021-04-15 00:00:00,4720
2021-04-16 00:00:00,4704
2021-04-17 00:00:00,4710
2021-04-18 00:00:00,4695
2021-04-19 00:00:00,3763
2021-04-20 00:00:00,3734
2021-04-21 00:00:00,4746
2021-04-22 00:00:00,4737
2021-04-23 00:00:00,4693
2021-04-24 00:00:00,4687
2021-04-25 00:00:00,4764
2021-04-26 00:00:00,3779
2021-04-27 00:00:00,3763
2021-04-28 00:00:00,4749
2021-04-29 00:00:00,4754
2021-04-30 00:00:00,4731
2021-05-01 00:00:00,4701
2021-05-02 00:00:00,4750
2021-05-03 00:00:00,3742
2021-05-04 00:00:00,3781
2021-05-05 00:00:00,4719
2021-05-06 00:00:00,4691
2021-05-07 00:00:00,4753
2021-05-08 00:00:00,4719
2021-05-09 00:00:00,4720
2021-05-10 00:00:00,3800
2021-05-11 00:00:00,3757
2021-05-12 00:00:00,4711
2021-05-13 00:00:00,4761
2021-05-14 00:00:00,4739
2021-05-15 00:00:00,4706
2021-05-16 00:00:00,4693
2021-05-17 00:00:00,3795
2021-05-18 00:00:00,3748
2021-05-19 00:00:00,4712
2021-05-20 00:00:00,4749
2021-05-21 00:00:00,4704
2021-05-22 00:00:00,4711
2021-05-23 00:00:00,4746
2021-05-24 00:00:00,3769
2021-05-25 00:00:00,3799
2021-05-26 00:00:00,4722
2021-05-27 00:00:00,4740
2021-05-28 00:00:00,4720
2021-05-29 00:00:00,4731
2021-05-30 00:00:00,4695
2021-05-31 00:00:00,3754
2021-06-01 00:00:00,3799
2021-06-02 00:00:00,4709
2021-06-03 00:00:00,4729
2021-06-04 00:00:00,4719
2021-06-05 00:00:00,4717
2021-06-06 00:00:00,4721
2021-06-07 00:00:00,3793
2021-06-08 00:00:00,3750
2021-06-09 00:00:00,4693
2021-06-10 00:00:00,4744
2021-06-11 00:00:00,4741
2021-06-12 00:00:00,4760
2021-06-13 00:00:00,4722
2021-06-14 00:00:00,3801
2021-06-15 00:00:00,3751
2021-06-16 00:00:00,4756
2021-06-17 00:00:00,4699
2021-06-18 00:00:00,4701
2021-06-19 00:00:00,4739
2021-06-20 00:00:00,4740
2021-06-21 00:00:00,3749
2021-06-22 00:00:00,3770
2021-06-23 00:00:00,4746
2021-06-24 00:00:00,4708
2021-06-25 00:00:00,4722
2021-06-26 00:00:00,4721
2021-06-27 00:00:00,4744
2021-06-28 00:00:00,3797
2021-06-29 00:00:00,3782
2021-06-30 00:00:00,4739
2021-07-01 00:00:00,4679
2021-07-02 00:00:00,4746
2021-07-03 00:00:00,4698
2021-07-04 00:00:00,4730
2021-07-05 00:00:00,3764
2021-07-06 00:00:00,3767
2021-07-07 00:00:00,4706
2021-07-08 00:00:00,4764
2021-07-09 00:00:00,4745
2021-07-10 00:00:00,4687
2021-07-11 00:00:00,4710
2021-07-12 00:00:00,3724
2021-07-13 00:00:00,3779
2021-07-14 00:00:00,4709
2021-07-15 00:00:00,4726
2021-07-16 00:00:00,4729
2021-07-17 00:00:00,4724
2021-07-18 00:00:00,4684
2021-07-19 00:00:00,3774
2021-07-20 00:00:00,3804
2021-07-21 00:00:00,4715
2021-07-22 00:00:00,4750
2021-07-23 00:00:00,4691
2021-07-24 00:00:00,4717
2021-07-25 00:00:00,4744
2021-07-26 00:00:00,3750
2021-07-27 00:00:00,3826
2021-07-28 00:00:00,4714
2021-07-29 00:00:00,4730
2021-07-30 00:00:00,4723
2021-07-31 00:00:00,4736
2021-08-01 00:00:00,4705
2021-08-02 00:00:00,3792
2021-08-03 00:00:00,3784
2021-08-04 00:00:00,4727
2021-08-05 00:00:00,4708
2021-08-06 00:00:00,4751
2021-08-07 00:00:00,4720
2021-08-08 00:00:00,4734
2021-08-09 00:00:00,3826
2021-08-10 00:00:00,3750
2021-08-11 00:00:00,4721
2021-08-12 00:00:00,4720
2021-08-13 00:00:00,4729
2021-08-14 00:00:00,4736
2021-08-15 00:00:00,4747
2021-08-16 00:00:00,3775
2021-08-17 00:00:00,3782
2021-08-18 00:00:00,4750
2021-08-19 00:00:00,4690
2021-08-20 00:00:00,4717
2021-08-21 00:00:00,4683
2021-08-22 00:00:00,4699
2021-08-23 00:00:00,3782
2021-08-24 00:00:00,3733
2021-08-25 00:00:00,4707
2021-08-26 00:00:00,4689
2021-08-27 00:00:00,4720
2021-08-28 00:00:00,4758
2021-08-29 00:00:00,4685
2021-08-30 00:00:00,3799
2021-08-31 00:00:00,3759
2021-09-01 00:00:00,4712
2021-09-02 00:00:00,4677
2021-09-03 00:00:00,4702
2021-09-04 00:00:00,4736
2021-09-05 00:00:00,4734
2021-09-06 00:00:00,3767
2021-09-07 00:00:00,3775
2021-09-08 00:00:00,4767
2021-09-09 00:00:00,4755
2021-09-10 00:00:00,4728
2021-09-11 00:00:00,4702
2021-09-12 00:00:00,4756
2021-09-13 00:00:00,3763
2021-09-14 00:00:00,3772
2021-09-15 00:00:00,4734
2021-09-16 00:00:00,4720
2021-09-17 00:00:00,4737
2021-09-18 00:00:00,4757
2021-09-19 00:00:00,4691
2021-09-20 00:00:00,3750
2021-09-21 00:00:00,3800
2021-09-22 00:00:00,4709
2021-09-23 00:00:00,4700
2021-09-24 00:00:00,4659
2021-09-25 00:00:00,4694
2021-09-26 00:00:00,4736
2021-09-27 00:00:00,3801
2021-09-28 00:00:00,3745
2021-09-29 00:00:00,4723
2021-09-30 00:00:00,4745
2021-10-01 00:00:00,4717
2021-10-02 00:00:00,4701
2021-10-03 00:00:00,4746
2021-10-04 00:00:00,3782
2021-10-05 00:00:00,3753
2021-10-06 00:00:00,4733
2021-10-07 00:00:00,4744
2021-10-08 00:00:00,4682
2021-10-09 00:00:00,4703
2021-10-10 00:00:00,4710
2021-10-11 00:00:00,3775
2021-10-12 00:00:00,3767
2021-10-13 00:00:00,4738
2021-10-14 00:00:00,4742
2021-10-15 00:00:00,4732
2021-10-16 00:00:00,4687
2021-10-17 00:00:00,4744
2021-10-18 00:00:00,3812
2021-10-19 00:00:00,3783
2021-10-20 00:00:00,4739
2021-10-21 00:00:00,4735
2021-10-22 00:00:00,4761
2021-10-23 00:00:00,4748
2021-10-24 00:00:00,4697
2021-10-25 00:00:00,3792
2021-10-26 00:00:00,3801
2021-10-27 00:00:00,4764
2021-10-28 00:00:00,4727
2021-10-29 00:00:00,4752
2021-10-30 00:00:00,4741
2021-10-31 00:00:00,4695
2021-11-01 00:00:00,3785
2021-11-02 00:00:00,3798
2021-11-03 00:00:00,4700
2021-11-04 00:00:00,4711
2021-11-05 00:00:00,4717
2021-11-06 00:00:00,4721
2021-11-07 00:00:00,4661
2021-11-08 00:00:00,3771
2021-11-09 00:00:00,3782
2021-11-10 00:00:00,4692
2021-11-11 00:00:00,4727
2021-11-12 00:00:00,4750
2021-11-13 00:00:00,4738
2021-11-14 00:00:00,4737
2021-11-15 00:00:00,3777
2021-11-16 00:00:00,3794
2021-11-17 00:00:00,4700
2021-11-18 00:00:00,4713
2021-11-19 00:00:00,4732
2021-11-20 00:00:00,4717
2021-11-21 00:00:00,4727
2021-11-22 00:00:00,3799
2021-11-23 00:00:00,3733
2021-11-24 00:00:00,4698
2021-11-25 00:00:00,4704
2021-11-26 00:00:00,4737
2021-11-27 00:00:00,4748
2021-11-28 00:00:00,4711
2021-11-29 00:00:00,3796
2021-11-30 00:00:00,3792
2021-12-01 00:00:00,4724
2021-12-02 00:00:00,4720
2021-12-03 00:00:00,4732
2021-12-04 00:00:00,4693
2021-12-05 00:00:00,4731
2021-12-06 00:00:00,3752
2021-12-07 00:00:00,3740
2021-12-08 00:00:00,4747
2021-12-09 00:00:00,4731
2021-12-10 00:00:00,4713
2021-12-11 00:00:00,4718
2021-12-12 00:00:00,4724
2021-12-13 00:00:00,3809
2021-12-14 00:00:00,3801
2021-12-15 00:00:00,4725
2021-12-16 00:00:00,4723
2021-12-17 00:00:00,4715
2021-12-18 00:00:00,4710
2021-12-19 00:00:00,4722
2021-12-20 00:00:00,3758
2021-12-21 00:00:00,3764
2021-12-22 00:00:00,4751
2021-12-23 00:00:00,4686
2021-12-24 00:00:00,4699
2021-12-25 00:00:00,4708
2021-12-26 00:00:00,4738
2021-12-27 00:00:00,3729
2021-12-28 00:00:00,3813
2021-12-29 00:00:00,4709
2021-12-30 00:00:00,4729
2021-12-31 00:00:00,4728
2022-01-01 00:00:00,4704
2022-01-02 00:00:00,4755
2022-01-03 00:00:00,3803
2022-01-04 00:00:00,3771
2022-01-05 00:00:00,4722
2022-01-06 00:00:00,4727
2022-01-07 00:00:00,4713
2022-01-08 00:00:00,4730
2022-01-09 00:00:00,4733
2022-01-10 00:00:00,3779
2022-01-11 00:00:00,3781
2022-01-12 00:00:00,4717
2022-01-13 00:00:00,4724
2022-01-14 00:00:00,4725
2022-01-15 00:00:00,4761
2022-01-16 00:00:00,4764
2022-01-17 00:00:00,3778
2022-01-18 00:00:00,3758
2022-01-19 00:00:00,4754
2022-01-20 00:00:00,4715
2022-01-21 00:00:00,4713
2022-01-22 00:00:00,4728
2022-01-23 00:00:00,4687
2022-01-24 00:00:00,3755
2022-01-25 00:00:00,3779
2022-01-26 00:00:00,4697
2022-01-27 00:00:00,4732
2022-01-28 00:00:00,4739
2022-01-29 00:00:00,4724
2022-01-30 00:00:00,4705
2022-01-31 00:00:00,3781
2022-02-01 00:00:00,3759
2022-02-02 00:00:00,4680
2022-02-03 00:00:00,4706
2022-02-04 00:00:00,4719
2022-02-05 00:00:00,4707
2022-02-06 00:00:00,4741
2022-02-07 00:00:00,3791
2022-02-08 00:00:00,3804
2022-02-09 00:00:00,4754
2022-02-10 00:00:00,4690
2022-02-11 00:00:00,4743
2022-02-12 00:00:00,4714
2022-02-13 00:00:00,4735
2022-02-14 00:00:00,3767
2022-02-15 00:00:00,3760
2022-02-16 00:00:00,4713
2022-02-17 00:00:00,4777
2022-02-18 00:00:00,4700
2022-02-19 00:00:00,4770
2022-02-20 00:00:00,4735
2022-02-21 00:00:00,3775
2022-02-22 00:00:00,3767
2022-02-23 00:00:00,4699
2022-02-24 00:00:00,4684
2022-02-25 00:00:00,4714
2022-02-26 00:00:00,4702
2022-02-27 00:00:00,4675
2022-02-28 00:00:00,3756
2022-03-01 00:00:00,3785
2022-03-02 00:00:00,4738
2022-03-03 00:00:00,4709
2022-03-04 00:00:00,4732
2022-03-05 00:00:00,4728
2022-03-06 00:00:00,4715
2022-03-07 00:00:00,3804
2022-03-08 00:00:00,3783
2022-03-09 00:00:00,4713
2022-03-10 00:00:00,4700
2022-03-11 00:00:00,4731
2022-03-12 00:00:00,4719
2022-03-13 00:00:00,4737
2022-03-14 00:00:00,3834
2022-03-15 00:00:00,3740
2022-03-16 00:00:00,4716
2022-03-17 00:00:00,4714
2022-03-18 00:00:00,4749
2022-03-19 00:00:00,4739
2022-03-20 00:00:00,4725
2022-03-21 00:00:00,3800
2022-03-22 00:00:00,3758
2022-03-23 00:00:00,4697
2022-03-24 00:00:00,4686
2022-03-25 00:00:00,4693
2022-03-26 00:00:00,4705
2022-03-27 00:00:00,4690
2022-03-28 00:00:00,3795
2022-03-29 00:00:00,3774
2022-03-30 00:00:00,4736
2022-03-31 00:00:00,4695
2022-04-01 00:00:00,4738
2022-04-02 00:00:00,4714
2022-04-03 00:00:00,4722
2022-04-04 00:00:00,3799
2022-04-05 00:00:00,3805
2022-04-06 00:00:00,4744
2022-04-07 00:00:00,4751
2022-04-08 00:00:00,4743
2022-04-09 00:00:00,4741
2022-04-10 00:00:00,4729
2022-04-11 00:00:00,3783
2022-04-12 00:00:00,3767
2022-04-13 00:00:00,4711
2022-04-14 00:00:00,4709
2022-04-15 00:00:00,4755
2022-04-16 00:00:00,4723
2022-04-17 00:00:00,4721
2022-04-18 00:00:00,3761
2022-04-19 00:00:00,3759
2022-04-20 00:00:00,4712
2022-04-21 00:00:00,4705
2022-04-22 00:00:00,4699
2022-04-23 00:00:00,4748
2022-04-24 00:00:00,4744
2022-04-25 00:00:00,3786
2022-04-26 00:00:00,3766
2022-04-27 00:00:00,4748
2022-04-28 00:00:00,4691
2022-04-29 00:00:00,4739
2022-04-30 00:00:00,4727
2022-05-01 00:00:00,4758
2022-05-02 00:00:00,3795
2022-05-03 00:00:00,3749
2022-05-04 00:00:00,4744
2022-05-05 00:00:00,4759
2022-05-06 00:00:00,4765
2022-05-07 00:00:00,4693
2022-05-08 00:00:00,4749
2022-05-09 00:00:00,3758
2022-05-10 00:00:00,3796
2022-05-11 00:00:00,4732
2022-05-12 00:00:00,4707
2022-05-13 00:00:00,4729
2022-05-14 00:00:00,4697
2022-05-15 00:00:00,4658
2022-05-16 00:00:00,3739
2022-05-17 00:00:00,3786
2022-05-18 00:00:00,4745
2022-05-19 00:00:00,4730
2022-05-20 00:00:00,4751
2022-05-21 00:00:00,4780
2022-05-22 00:00:00,4716
2022-05-23 00:00:00,3728
